state_postal_abbr,data_year,officer_count,officer_rate_per_1000,civilian_count,civilian_rate_per_1000,population
WY,1971,60,0.17,21,0.06,348812
WV,1971,107,0.06,15,0.01,1758559
WI,1971,3967,0.89,434,0.10,4480975
WA,1971,542,0.16,98,0.03,3470293
VT,1971,55,0.12,16,0.03,458000
VA,1971,704,0.15,137,0.03,4738076
UT,1971,135,0.12,20,0.02,1155162
TX,1971,6051,0.52,1360,0.12,11726323
TN,1971,2142,0.53,405,0.10,4029618
SD,1971,120,0.18,19,0.03,680820
SC,1971,731,0.27,117,0.04,2683742
RI,1971,1136,1.18,124,0.13,960000
PR,1971,,,,,2689932
PA,1971,13745,1.14,1572,0.13,12046710
OR,1971,1038,0.48,245,0.11,2163825
OK,1971,885,0.33,122,0.05,2668490
OH,1971,5217,0.48,531,0.05,10865398
NY,1971,34007,1.75,2698,0.14,19427177
NV,1971,365,0.71,93,0.18,510933
NM,1971,114,0.11,32,0.03,1085624
NJ,1971,4600,0.63,552,0.08,7334832
NH,1971,97,0.13,10,0.01,762000
NE,1971,617,0.41,138,0.09,1512000
ND,1971,97,0.16,10,0.02,625000
NC,1971,556,0.11,37,0.01,5156978
MT,1971,36,0.05,15,0.02,714117
MS,1971,230,0.10,28,0.01,2228996
MO,1971,3708,0.77,1025,0.21,4828227
MN,1971,893,0.23,147,0.04,3887124
MI,1971,6801,0.76,803,0.09,8997000
ME,1971,50,0.05,2,0.00,1025347
MD,1971,634,0.15,77,0.02,4104849
MA,1971,3493,0.60,418,0.07,5779426
LA,1971,2379,0.61,503,0.13,3927464
KY,1971,1309,0.40,258,0.08,3282000
KS,1971,481,0.21,63,0.03,2275350
IN,1971,3023,0.57,485,0.09,5291410
IL,1971,1590,0.14,308,0.03,11216864
ID,1971,191,0.26,9,0.01,736293
IA,1971,889,0.31,229,0.08,2864773
HI,1971,1472,1.86,307,0.39,791801
GU,1971,,,,,86926
GA,1971,1306,0.27,129,0.03,4752514
FL,1971,6245,0.89,2048,0.29,7052218
DE,1971,269,0.48,41,0.07,558000
DC,1971,,,,,741000
CZ,1971,,,,,44650
CT,1971,2345,0.73,264,0.08,3206529
CO,1971,685,0.30,114,0.05,2305187
CA,1971,16930,0.83,5013,0.25,20461218
AZ,1971,1519,0.82,391,0.21,1862947
AR,1971,504,0.25,70,0.04,1982508
AL,1971,1062,0.30,208,0.06,3581147
AK,1971,230,0.73,83,0.27,313000
WY,1972,546,1.54,152,0.43,354027
WV,1972,2039,1.14,456,0.26,1781000
WI,1972,8256,1.82,1184,0.26,4525092
WA,1972,5391,1.55,1572,0.45,3467832
VT,1972,585,1.27,196,0.42,462000
VA,1972,6647,1.39,1324,0.28,4788230
UT,1972,1573,1.33,330,0.28,1183443
TX,1972,16843,1.41,4580,0.38,11905714
TN,1972,5457,1.34,1042,0.26,4071106
SD,1972,728,1.06,142,0.21,689693
SC,1972,2947,1.09,444,0.16,2692286
RI,1972,1924,1.99,188,0.19,968000
PR,1972,,,,,2689932
PA,1972,20964,1.73,2573,0.21,12095390
OR,1972,3785,1.73,856,0.39,2187990
OK,1972,3666,1.36,528,0.20,2691025
OH,1972,15619,1.44,2660,0.24,10873446
NY,1972,52622,2.71,4213,0.22,19440508
NV,1972,1515,2.85,443,0.83,531209
NM,1972,1643,1.46,576,0.51,1124058
NJ,1972,18187,2.46,2703,0.37,7402192
NH,1972,1083,1.40,152,0.20,771000
NE,1972,2097,1.36,508,0.33,1537165
ND,1972,687,1.09,101,0.16,632000
NC,1972,6938,1.32,817,0.16,5254971
MT,1972,1035,1.42,271,0.37,727234
MS,1972,2644,1.17,643,0.28,2266070
MO,1972,7765,1.61,2272,0.47,4831453
MN,1972,5044,1.29,701,0.18,3901524
MI,1972,15494,1.69,2381,0.26,9156677
ME,1972,1421,1.35,153,0.15,1052228
MD,1972,7210,1.73,1295,0.31,4163928
MA,1972,12568,2.16,1392,0.24,5808423
LA,1972,6319,1.59,1093,0.28,3967309
KY,1972,3901,1.18,916,0.28,3304149
KS,1972,3275,1.44,790,0.35,2278171
IN,1972,7197,1.36,1341,0.25,5305985
IL,1972,23884,2.11,3810,0.34,11325367
ID,1972,1170,1.52,114,0.15,768888
IA,1972,3032,1.05,599,0.21,2895776
HI,1972,1947,2.32,384,0.46,840737
GA,1972,6602,1.37,1158,0.24,4818946
FL,1972,13453,1.85,4784,0.66,7270420
DE,1972,1019,1.80,223,0.39,565000
DC,1972,5438,7.27,690,0.92,748000
CZ,1972,,,,,44650
CT,1972,5903,1.84,757,0.24,3206654
CO,1972,4111,1.73,942,0.40,2379398
CA,1972,43500,2.10,12906,0.62,20732725
AZ,1972,4078,2.08,1168,0.60,1959532
AR,1972,2071,1.03,340,0.17,2017765
AL,1972,3931,1.09,689,0.19,3613207
AK,1972,463,1.42,165,0.51,325000
WY,1973,456,1.26,140,0.39,362245
WV,1973,1693,0.94,360,0.20,1794000
WI,1973,7941,1.73,973,0.21,4589692
WA,1973,4793,1.39,1129,0.33,3447438
VT,1973,394,0.85,65,0.14,464000
VA,1973,5986,1.24,1053,0.22,4840519
UT,1973,1324,1.10,396,0.33,1206673
TX,1973,16068,1.33,3514,0.29,12060860
TN,1973,5243,1.26,956,0.23,4166544
SD,1973,614,0.88,92,0.13,695748
SC,1973,3239,1.18,436,0.16,2754060
RI,1973,1697,1.74,193,0.20,973000
PR,1973,,,,,2689932
PA,1973,18163,1.50,2061,0.17,12125225
OR,1973,3113,1.40,861,0.39,2231245
OK,1973,3599,1.34,497,0.19,2684958
OH,1973,15071,1.39,2264,0.21,10820724
NY,1973,49170,2.54,6347,0.33,19373070
NV,1973,1806,3.30,521,0.95,548000
NM,1973,1544,1.38,440,0.39,1116246
NJ,1973,17941,2.43,2399,0.33,7377289
NH,1973,960,1.21,129,0.16,791000
NE,1973,2006,1.29,489,0.31,1560631
ND,1973,640,1.00,50,0.08,640000
NC,1973,6919,1.31,718,0.14,5273000
MT,1973,891,1.22,228,0.31,729029
MS,1973,2340,1.02,409,0.18,2285525
MO,1973,7602,1.57,1611,0.33,4836629
MN,1973,4777,1.22,683,0.18,3902593
MI,1973,15264,1.67,2106,0.23,9131662
ME,1973,1172,1.12,127,0.12,1050945
MD,1973,7618,1.82,1380,0.33,4179627
MA,1973,11780,2.02,976,0.17,5839586
LA,1973,6705,1.67,863,0.22,4012149
KY,1973,3504,1.05,695,0.21,3347082
KS,1973,3136,1.37,736,0.32,2296660
IN,1973,7053,1.32,1106,0.21,5328601
IL,1973,24251,2.15,3522,0.31,11295022
ID,1973,1141,1.45,152,0.19,787509
IA,1973,2804,0.96,627,0.21,2916959
HI,1973,1884,2.18,394,0.45,865974
GA,1973,6732,1.38,873,0.18,4886696
FL,1973,15059,1.96,4096,0.53,7696604
DE,1973,764,1.33,147,0.26,576000
DC,1973,4937,6.62,665,0.89,746000
CZ,1973,,,,,44650
CT,1973,5211,1.63,515,0.16,3203546
CO,1973,4021,1.63,848,0.34,2467587
CA,1973,39669,1.90,12149,0.58,20842166
AZ,1973,3645,1.76,984,0.47,2075141
AR,1973,1913,0.93,355,0.17,2057887
AL,1973,4316,1.19,775,0.21,3634737
AK,1973,302,0.92,101,0.31,330000
WY,1974,503,1.35,144,0.39,372219
WV,1974,1772,0.99,349,0.19,1791000
WI,1974,8348,1.82,1066,0.23,4586633
WA,1974,4904,1.40,1146,0.33,3494385
VT,1974,441,0.94,82,0.17,470000
VA,1974,6642,1.34,1235,0.25,4941832
UT,1974,1395,1.14,441,0.36,1222877
TX,1974,17617,1.43,4172,0.34,12326802
TN,1974,5689,1.36,1119,0.27,4169520
SD,1974,676,0.98,138,0.20,692712
SC,1974,3488,1.24,550,0.20,2805518
RI,1974,1753,1.87,201,0.21,937000
PR,1974,,,,,2689932
PA,1974,18645,1.56,2136,0.18,11929144
OR,1974,3336,1.47,797,0.35,2269335
OK,1974,3855,1.42,642,0.24,2716975
OH,1974,15365,1.42,2493,0.23,10835151
NY,1974,53064,2.76,7075,0.37,19226162
NV,1974,1896,3.31,538,0.94,573000
NM,1974,1801,1.60,566,0.50,1122858
NJ,1974,19011,2.59,2662,0.36,7347992
NH,1974,1045,1.29,157,0.19,808000
NE,1974,2080,1.33,552,0.35,1559644
ND,1974,670,1.05,70,0.11,637000
NC,1974,7470,1.39,975,0.18,5363000
MT,1974,937,1.25,261,0.35,747997
MS,1974,2461,1.06,421,0.18,2328714
MO,1974,8339,1.71,1872,0.38,4864052
MN,1974,5026,1.28,804,0.20,3922805
MI,1974,16366,1.77,2641,0.29,9225973
ME,1974,1301,1.24,155,0.15,1047000
MD,1974,10837,2.58,2048,0.49,4204818
MA,1974,12065,2.07,1227,0.21,5821531
LA,1974,7153,1.79,1056,0.26,3997696
KY,1974,4137,1.23,839,0.25,3362172
KS,1974,3215,1.41,815,0.36,2287937
IN,1974,7131,1.33,1198,0.22,5342706
IL,1974,24707,2.21,3730,0.33,11193676
ID,1974,1219,1.50,193,0.24,811671
IA,1974,2963,1.03,780,0.27,2867843
HI,1974,1849,2.10,448,0.51,881824
GU,1974,,,,,86926
GA,1974,8203,1.64,1272,0.26,4987157
FL,1974,16203,2.00,4796,0.59,8111852
DE,1974,776,1.35,172,0.30,573889
DC,1974,4597,6.36,961,1.33,723000
CZ,1974,,,,,44650
CT,1974,5349,1.67,585,0.18,3201357
CO,1974,4748,1.88,1022,0.40,2526738
CA,1974,40599,1.92,13152,0.62,21158834
AZ,1974,3960,1.83,1161,0.54,2167891
AR,1974,2040,0.99,409,0.20,2065221
AL,1974,4802,1.32,905,0.25,3643905
AK,1974,341,1.01,118,0.35,337000
WY,1975,568,1.46,186,0.48,388391
WV,1975,1939,1.08,493,0.27,1803000
WI,1975,8627,1.86,1238,0.27,4629355
WA,1975,4934,1.39,1252,0.35,3561686
VT,1975,424,0.90,97,0.21,471000
VA,1975,7246,1.46,1499,0.30,4971753
UT,1975,1470,1.17,472,0.38,1258159
TX,1975,18782,1.50,4463,0.36,12513522
TN,1975,6017,1.43,1206,0.29,4216269
SD,1975,704,1.02,179,0.26,693537
SC,1975,3956,1.39,731,0.26,2846250
RI,1975,1863,2.00,298,0.32,932931
PR,1975,,,,,3045000
PA,1975,19590,1.65,2339,0.20,11883765
OR,1975,3629,1.58,925,0.40,2293167
OK,1975,4055,1.48,785,0.29,2735427
OH,1975,15704,1.45,2927,0.27,10857704
NY,1975,52541,2.72,7394,0.38,19287811
NV,1975,1937,3.27,578,0.98,592000
NM,1975,1927,1.68,597,0.52,1147856
NJ,1975,19257,2.63,2949,0.40,7331025
NH,1975,1096,1.34,176,0.22,818000
NE,1975,2104,1.35,603,0.39,1563935
ND,1975,820,1.29,86,0.13,637960
NC,1975,8055,1.48,1333,0.24,5451000
MT,1975,1002,1.32,334,0.44,761305
MS,1975,2578,1.10,488,0.21,2349272
MO,1975,8568,1.76,2144,0.44,4858029
MN,1975,5237,1.33,978,0.25,3932033
MI,1975,17006,1.83,2822,0.30,9289926
ME,1975,1385,1.31,198,0.19,1059000
MD,1975,11260,2.73,2191,0.53,4131406
MA,1975,12348,2.11,1280,0.22,5849444
LA,1975,7684,1.93,956,0.24,3983885
KY,1975,4220,1.24,944,0.28,3401092
KS,1975,3436,1.51,943,0.42,2268214
IN,1975,7328,1.38,1496,0.28,5323810
IL,1975,25236,2.25,4426,0.40,11196047
ID,1975,1538,1.84,239,0.29,837108
IA,1975,3138,1.09,784,0.27,2872381
HI,1975,1990,2.22,406,0.45,896842
GA,1975,8446,1.68,1548,0.31,5016136
FL,1975,17540,2.10,5862,0.70,8369590
DE,1975,823,1.42,183,0.32,580744
DC,1975,4583,6.40,808,1.13,716000
CZ,1975,,,,,44650
CT,1975,5338,1.66,651,0.20,3207079
CO,1975,5475,2.14,1404,0.55,2558434
CA,1975,41750,1.95,14326,0.67,21459670
AZ,1975,4387,1.96,1374,0.61,2237597
AR,1975,2367,1.12,475,0.22,2119736
AL,1975,5151,1.40,1046,0.29,3667918
AK,1975,357,1.01,127,0.36,352000
WY,1976,600,1.50,202,0.50,401074
WV,1976,1952,1.07,490,0.27,1821000
WI,1976,8630,1.86,1223,0.26,4631355
WA,1976,4976,1.37,1299,0.36,3629686
VT,1976,425,0.89,101,0.21,476000
VA,1976,7785,1.54,1598,0.32,5048074
UT,1976,1534,1.20,472,0.37,1280159
TX,1976,19493,1.55,4969,0.39,12596066
TN,1976,6214,1.47,1242,0.29,4226212
SD,1976,743,1.07,193,0.28,693672
SC,1976,4080,1.42,735,0.26,2873871
RI,1976,1827,1.95,335,0.36,939208
PR,1976,,,,,3045000
PA,1976,19664,1.64,2351,0.20,11967286
OR,1976,3705,1.59,798,0.34,2335197
OK,1976,4218,1.51,786,0.28,2785453
OH,1976,15686,1.46,3010,0.28,10717772
NY,1976,46411,2.41,6175,0.32,19252864
NV,1976,1948,3.19,600,0.98,610000
NM,1976,1924,1.65,702,0.60,1168856
NJ,1976,20270,2.76,3523,0.48,7351025
NH,1976,1118,1.36,212,0.26,822000
NE,1976,2095,1.33,671,0.43,1570935
ND,1976,815,1.26,126,0.20,645850
NC,1976,8340,1.52,1414,0.26,5469000
MT,1976,1017,1.33,380,0.50,764617
MS,1976,2552,1.08,548,0.23,2357272
MO,1976,8418,1.73,2107,0.43,4873059
MN,1976,5809,1.46,1155,0.29,3971033
MI,1976,16675,1.81,3003,0.33,9224312
ME,1976,1407,1.31,218,0.20,1072206
MD,1976,11556,2.75,2309,0.55,4200556
MA,1976,12275,2.11,1367,0.23,5830444
LA,1976,8262,2.14,1185,0.31,3853348
KY,1976,4246,1.24,1071,0.31,3434464
KS,1976,3543,1.53,952,0.41,2311214
IN,1976,7435,1.40,1634,0.31,5314810
IL,1976,25382,2.25,4695,0.42,11274849
ID,1976,1603,1.88,224,0.26,851500
IA,1976,3207,1.11,865,0.30,2876611
HI,1976,1995,2.17,415,0.45,918842
GU,1976,,,,,86926
GA,1976,8646,1.71,1571,0.31,5054136
FL,1976,18195,2.15,5934,0.70,8453003
DE,1976,827,1.42,164,0.28,582510
DC,1976,4340,6.18,606,0.86,702000
CZ,1976,,,,,44650
CT,1976,5255,1.63,650,0.20,3223397
CO,1976,5655,2.17,1515,0.58,2602973
CA,1976,41518,1.91,14366,0.66,21717727
AZ,1976,4439,1.94,1520,0.67,2283597
AR,1976,2480,1.17,484,0.23,2112736
AL,1976,5698,1.55,1197,0.33,3665000
AK,1976,356,0.93,125,0.33,382000
WY,1977,707,1.72,247,0.60,410986
WV,1977,2032,1.09,468,0.25,1859450
WI,1977,9074,1.94,1496,0.32,4675707
WA,1977,5050,1.37,1371,0.37,3675686
VT,1977,454,0.94,102,0.21,483000
VA,1977,7919,1.54,1719,0.33,5150259
UT,1977,1604,1.21,521,0.39,1323309
TX,1977,20554,1.59,5683,0.44,12950922
TN,1977,6304,1.46,1321,0.31,4310985
SD,1977,780,1.12,217,0.31,696672
SC,1977,4209,1.44,863,0.29,2930342
RI,1977,1875,1.99,365,0.39,941567
PR,1977,,,,,3045000
PA,1977,20039,1.67,2723,0.23,11964148
OR,1977,3536,1.48,1328,0.56,2385274
OK,1977,4409,1.55,992,0.35,2836451
OH,1977,17499,1.63,3161,0.29,10717260
NY,1977,46095,2.41,7400,0.39,19121002
NV,1977,1999,3.16,646,1.02,633000
NM,1977,2009,1.69,766,0.64,1190856
NJ,1977,21072,2.87,3986,0.54,7350430
NH,1977,1264,1.49,220,0.26,849000
NE,1977,2498,1.58,804,0.51,1578935
ND,1977,856,1.30,138,0.21,656128
NC,1977,8899,1.61,1606,0.29,5529116
MT,1977,1319,1.69,490,0.63,778349
MS,1977,2709,1.13,540,0.23,2392272
MO,1977,9558,1.96,3137,0.64,4879079
MN,1977,5926,1.49,1247,0.31,3987237
MI,1977,17994,1.94,3184,0.34,9266082
ME,1977,1505,1.38,283,0.26,1092006
MD,1977,9570,2.28,1926,0.46,4195930
MA,1977,12510,2.16,1352,0.23,5789000
LA,1977,8607,2.19,1120,0.28,3933348
KY,1977,4121,1.19,902,0.26,3466432
KS,1977,3678,1.58,1033,0.44,2327396
IN,1977,7555,1.41,1859,0.35,5342789
IL,1977,26145,2.32,4711,0.42,11286565
ID,1977,1482,1.69,315,0.36,877500
IA,1977,3279,1.14,960,0.33,2885611
HI,1977,1969,2.12,422,0.46,926842
GU,1977,,,,,86926
GA,1977,9334,1.84,1863,0.37,5083587
FL,1977,17665,2.08,6921,0.81,8502707
DE,1977,831,1.43,187,0.32,582510
DC,1977,4166,6.04,585,0.85,690000
CZ,1977,,,,,44650
CT,1977,5301,1.67,749,0.24,3174795
CO,1977,5783,2.19,1554,0.59,2636753
CA,1977,48244,2.19,17318,0.79,22011627
AZ,1977,4526,1.96,1888,0.82,2303705
AR,1977,2747,1.28,597,0.28,2144777
AL,1977,5888,1.60,1492,0.40,3691158
AK,1977,410,0.92,134,0.30,446004
WY,1978,815,1.91,289,0.68,427724
WV,1978,2266,1.22,610,0.33,1860000
WI,1978,9271,1.97,1628,0.35,4703707
WA,1978,5059,1.33,1539,0.41,3791713
VT,1978,439,0.90,119,0.24,490020
VA,1978,8062,1.56,1763,0.34,5166623
UT,1978,1803,1.37,638,0.48,1320295
TX,1978,21481,1.64,6276,0.48,13100722
TN,1978,6909,1.58,1801,0.41,4370721
SD,1978,776,1.11,209,0.30,698461
SC,1978,4257,1.43,947,0.32,2969059
RI,1978,1912,2.04,350,0.37,938700
PR,1978,,,,,3045000
PA,1978,20196,1.70,2798,0.23,11910710
OR,1978,3514,1.43,1222,0.50,2449948
OK,1978,4551,1.57,1057,0.36,2901509
OH,1978,14994,1.39,3126,0.29,10765260
NY,1978,45661,2.41,7723,0.41,18961984
NV,1978,1904,2.88,868,1.32,660000
NM,1978,1941,1.60,801,0.66,1212856
NJ,1978,21418,2.91,4196,0.57,7349900
NH,1978,1316,1.32,269,0.27,995341
NE,1978,2536,1.60,840,0.53,1582935
ND,1978,861,1.31,168,0.26,655128
NC,1978,8905,1.60,1709,0.31,5581116
MT,1978,1311,1.64,521,0.65,799191
MS,1978,2905,1.21,566,0.24,2407272
MO,1978,9557,1.94,3274,0.66,4938947
MN,1978,6044,1.50,1316,0.33,4020237
MI,1978,18179,1.94,3649,0.39,9350292
ME,1978,1534,1.40,280,0.25,1099307
MD,1978,9241,2.19,1830,0.43,4225718
MA,1978,12475,2.16,1892,0.33,5785320
LA,1978,8784,2.21,1019,0.26,3978191
KY,1978,4155,1.18,1041,0.30,3506432
KS,1978,3804,1.62,1023,0.44,2349415
IN,1978,7513,1.39,1848,0.34,5386789
IL,1978,26110,2.31,4693,0.42,11281489
ID,1978,1781,1.98,283,0.32,898164
IA,1978,3381,1.16,1018,0.35,2902611
HI,1978,1957,2.11,447,0.48,928842
GU,1978,,,,,86926
GA,1978,9701,1.90,2032,0.40,5111299
FL,1978,18350,2.12,7878,0.91,8658320
DE,1978,852,1.46,193,0.33,583354
DC,1978,4078,6.05,573,0.85,674000
CZ,1978,,,,,44650
CT,1978,5414,1.71,782,0.25,3165795
CO,1978,5998,2.23,1674,0.62,2688170
CA,1978,47975,2.14,16672,0.74,22385457
AZ,1978,4655,1.97,2072,0.88,2361705
AR,1978,2857,1.31,653,0.30,2186000
AL,1978,5984,1.60,1637,0.44,3743158
AK,1978,523,1.18,192,0.43,442004
WY,1979,904,2.01,325,0.72,450000
WV,1979,2269,1.21,608,0.32,1878427
WI,1979,9429,1.99,1770,0.37,4744155
WA,1979,5116,1.30,1692,0.43,3944213
VT,1979,431,0.87,128,0.26,495909
VA,1979,8219,1.58,1834,0.35,5211399
UT,1979,1886,1.37,717,0.52,1378312
TX,1979,22176,1.65,6590,0.49,13473007
TN,1979,6934,1.58,1891,0.43,4390784
SD,1979,785,1.13,246,0.35,697666
SC,1979,4268,1.43,1066,0.36,2981730
RI,1979,1909,2.05,354,0.38,933358
PR,1979,,,,,3045000
PA,1979,20116,1.69,2608,0.22,11899574
OR,1979,3552,1.40,1239,0.49,2533278
OK,1979,4675,1.61,1154,0.40,2911745
OH,1979,16417,1.53,3005,0.28,10746923
NY,1979,44531,2.36,7627,0.40,18896268
NV,1979,2304,3.28,786,1.12,702000
NM,1979,1980,1.59,942,0.76,1244079
NJ,1979,21293,2.90,4237,0.58,7337782
NH,1979,1352,1.34,263,0.26,1005431
NE,1979,2538,1.58,917,0.57,1603256
ND,1979,884,1.33,167,0.25,662498
NC,1979,9345,1.67,1816,0.32,5610154
MT,1979,1358,1.70,543,0.68,798181
MS,1979,2945,1.22,645,0.27,2411075
MO,1979,9686,1.96,3465,0.70,4942969
MN,1979,6088,1.49,1363,0.33,4073921
MI,1979,17582,1.88,3577,0.38,9350656
ME,1979,1560,1.41,311,0.28,1104664
MD,1979,9348,2.21,1799,0.43,4232039
MA,1979,12553,2.17,1375,0.24,5780498
LA,1979,8747,2.17,1312,0.32,4039736
KY,1979,4180,1.18,1040,0.29,3537205
KS,1979,3828,1.61,1105,0.47,2370328
IN,1979,7416,1.37,1991,0.37,5413499
IL,1979,26496,2.35,5720,0.51,11264721
ID,1979,1742,1.88,304,0.33,924370
IA,1979,4112,1.41,1325,0.46,2911703
HI,1979,1988,2.10,393,0.42,946842
GU,1979,,,,,86926
GA,1979,9539,1.85,2211,0.43,5145108
FL,1979,18275,2.05,8106,0.91,8924302
DE,1979,869,1.49,191,0.33,582000
DC,1979,4034,6.15,549,0.84,656000
CZ,1979,,,,,44650
CT,1979,5429,1.70,751,0.24,3187710
CO,1979,6463,2.32,1981,0.71,2788170
CA,1979,47852,2.10,16904,0.74,22802669
AZ,1979,4865,1.98,2161,0.88,2458127
AR,1979,2886,1.32,730,0.33,2180000
AL,1979,6111,1.62,1753,0.46,3770191
AK,1979,555,1.25,207,0.46,445294
WY,1980,981,2.09,394,0.84,468954
WV,1980,2204,1.14,591,0.31,1931353
WI,1980,9623,2.04,1847,0.39,4707957
WA,1980,5544,1.34,1784,0.43,4126721
VT,1980,436,0.85,126,0.24,515056
VA,1980,8558,1.60,2031,0.38,5336555
UT,1980,1936,1.30,745,0.50,1486332
TX,1980,22800,1.59,6895,0.48,14302893
TN,1980,7342,1.61,1893,0.42,4556167
SD,1980,774,1.11,245,0.35,697288
SC,1980,4300,1.38,1146,0.37,3122787
RI,1980,1922,2.02,356,0.37,950345
PR,1980,,,,,3045000
PA,1980,19686,1.63,2757,0.23,12040750
OR,1980,3531,1.35,1225,0.47,2616164
OK,1980,4692,1.55,1227,0.41,3023007
OH,1980,15466,1.40,3376,0.31,11009711
NY,1980,44782,2.40,7673,0.41,18694648
NV,1980,2073,2.59,710,0.89,800312
NM,1980,2060,1.59,1014,0.78,1297693
NJ,1980,20625,2.81,4411,0.60,7343265
NH,1980,1342,1.29,280,0.27,1041881
NE,1980,2045,1.28,756,0.47,1592114
ND,1980,910,1.38,163,0.25,657335
NC,1980,9516,1.63,1920,0.33,5848092
MT,1980,859,1.08,400,0.50,794764
MS,1980,1729,0.69,385,0.15,2511491
MO,1980,8022,1.61,2297,0.46,4979528
MN,1980,5618,1.38,1274,0.31,4072762
MI,1980,16514,1.76,3633,0.39,9380358
ME,1980,1432,1.27,306,0.27,1131572
MD,1980,8675,2.03,1817,0.43,4266122
MA,1980,12134,2.12,1482,0.26,5733250
LA,1980,8693,2.06,1566,0.37,4214030
KY,1980,3996,1.09,1063,0.29,3653024
KS,1980,3730,1.56,1055,0.44,2388998
IN,1980,7153,1.31,1978,0.36,5474534
IL,1980,25008,2.20,4971,0.44,11392481
ID,1980,1527,1.59,324,0.34,960309
IA,1980,3461,1.19,1086,0.37,2916690
HI,1980,2034,2.01,405,0.40,1011103
GU,1980,,,,,86926
GA,1980,9523,1.75,2254,0.42,5431039
FL,1980,18297,1.90,8243,0.86,9633870
DE,1980,728,1.22,158,0.27,594779
DC,1980,3652,5.75,486,0.77,635233
CZ,1980,,,,,44650
CT,1980,5223,1.65,739,0.23,3163358
CO,1980,5463,1.89,1659,0.57,2896033
CA,1980,42290,1.79,15747,0.67,23644324
AZ,1980,4909,1.80,2277,0.84,2725962
AR,1980,2761,1.21,723,0.32,2284037
AL,1980,6059,1.56,1792,0.46,3881325
AK,1980,575,1.31,213,0.49,438869
WY,1981,1078,2.19,398,0.81,492000
WV,1981,2242,1.15,591,0.30,1954521
WI,1981,9636,2.02,1927,0.40,4769913
WA,1981,5517,1.31,1917,0.45,4225712
VT,1981,443,0.85,128,0.25,518784
VA,1981,8847,1.63,1999,0.37,5428769
UT,1981,1972,1.28,740,0.48,1539164
TX,1981,23314,1.57,7500,0.50,14893468
TN,1981,7302,1.58,1952,0.42,4623305
SD,1981,766,1.10,239,0.34,694028
SC,1981,4375,1.36,1091,0.34,3225026
RI,1981,1893,1.98,347,0.36,956539
PR,1981,,,,,3045000
PA,1981,19529,1.62,2742,0.23,12075312
OR,1981,3624,1.37,1205,0.45,2652767
OK,1981,4805,1.54,1272,0.41,3125799
OH,1981,15394,1.40,3235,0.29,11009899
NY,1981,46981,2.50,9124,0.49,18809745
NV,1981,2123,2.50,743,0.87,850170
NM,1981,2169,1.63,982,0.74,1328937
NJ,1981,21005,2.84,3983,0.54,7404654
NH,1981,1541,1.46,383,0.36,1052614
NE,1981,2097,1.31,742,0.46,1604413
ND,1981,926,1.40,194,0.29,662940
NC,1981,9563,1.61,2018,0.34,5956122
MT,1981,1038,1.29,464,0.58,805348
MS,1981,2082,0.82,465,0.18,2530000
MO,1981,8089,1.61,2305,0.46,5009973
MN,1981,5598,1.36,1384,0.34,4101608
MI,1981,15542,1.66,3099,0.33,9370270
ME,1981,1515,1.33,346,0.30,1139937
MD,1981,8879,2.05,1970,0.45,4336685
MA,1981,11596,2.01,1405,0.24,5774998
LA,1981,8776,2.03,1503,0.35,4322753
KY,1981,3961,1.08,992,0.27,3673284
KS,1981,3809,1.58,1090,0.45,2410957
IN,1981,7490,1.37,2048,0.37,5479361
