state_postal_abbr,data_year,officer_count,officer_rate_per_1000,civilian_count,civilian_rate_per_1000,population
IL,1981,25407,2.21,6255,0.54,11494936
ID,1981,1604,1.64,300,0.31,980821
IA,1981,3483,1.20,1150,0.40,2905854
HI,1981,2098,2.04,430,0.42,1026095
GU,1981,,,,,86926
GA,1981,10319,1.84,2343,0.42,5600401
FL,1981,19577,1.91,9021,0.88,10242064
DE,1981,695,1.16,96,0.16,598000
DC,1981,3594,5.65,447,0.70,636000
CZ,1981,,,,,44650
CT,1981,5399,1.69,802,0.25,3200944
CO,1981,6044,2.03,1776,0.60,2981143
CA,1981,44091,1.82,16659,0.69,24273613
AZ,1981,4919,1.75,2463,0.88,2804998
AR,1981,2873,1.24,775,0.34,2309660
AL,1981,6077,1.54,1877,0.48,3947449
AK,1981,588,1.30,250,0.55,451875
WY,1982,1153,2.30,457,0.91,502000
WV,1982,2210,1.13,661,0.34,1951516
WI,1982,9770,2.04,2083,0.43,4799408
WA,1982,5555,1.30,1904,0.45,4258819
VT,1982,459,0.88,136,0.26,519791
VA,1982,9081,1.65,2080,0.38,5493803
UT,1982,2107,1.33,789,0.50,1581972
TX,1982,24701,1.60,8311,0.54,15451085
TN,1982,7293,1.56,1988,0.43,4661823
SD,1982,771,1.10,238,0.34,703588
SC,1982,4344,1.33,1189,0.36,3260946
RI,1982,1914,1.99,366,0.38,962568
PR,1982,,,,,3045000
PA,1982,19319,1.60,2804,0.23,12090006
OR,1982,3576,1.35,1199,0.45,2655904
OK,1982,5050,1.58,1347,0.42,3204221
OH,1982,17276,1.57,3851,0.35,11035040
NY,1982,46585,2.47,9636,0.51,18864583
NV,1982,2102,2.37,816,0.92,886170
NM,1982,2267,1.66,978,0.72,1362303
NJ,1982,21245,2.85,4229,0.57,7441411
NH,1982,1557,1.47,397,0.37,1062106
NE,1982,2134,1.28,818,0.49,1661688
ND,1982,859,1.27,165,0.24,675030
NC,1982,9682,1.61,2132,0.35,6024181
MT,1982,1059,1.22,477,0.55,870804
MS,1982,2505,0.98,699,0.27,2551000
MO,1982,8139,1.62,2300,0.46,5034639
MN,1982,5468,1.32,1365,0.33,4147125
MI,1982,16064,1.73,3399,0.37,9272139
ME,1982,1500,1.31,384,0.34,1144555
MD,1982,9071,2.09,2036,0.47,4343762
MA,1982,11731,2.03,1495,0.26,5786183
LA,1982,8112,1.85,1183,0.27,4379987
KY,1982,3993,1.09,980,0.27,3678626
KS,1982,3918,1.60,1184,0.48,2442269
IN,1982,7507,1.37,2093,0.38,5484374
IL,1982,25465,2.20,6614,0.57,11553548
ID,1982,1747,1.77,230,0.23,987754
IA,1982,3475,1.19,1139,0.39,2917664
HI,1982,2149,2.06,488,0.47,1041835
GU,1982,,,,,86926
GA,1982,10476,1.85,2560,0.45,5670797
FL,1982,20174,1.91,11217,1.06,10542211
DE,1982,714,1.18,164,0.27,603669
DC,1982,3861,6.12,524,0.83,631000
CZ,1982,,,,,44650
CT,1982,5500,1.71,802,0.25,3222405
CO,1982,6209,2.03,1975,0.64,3063569
CA,1982,44836,1.80,17277,0.69,24902595
AZ,1982,4992,1.74,2620,0.91,2872286
AR,1982,2958,1.28,835,0.36,2309406
AL,1982,6077,1.52,1958,0.49,4007808
AK,1982,621,1.29,238,0.50,480391
WY,1983,1313,2.55,557,1.08,514000
WV,1983,2279,1.16,729,0.37,1968542
WI,1983,9921,2.07,2191,0.46,4782685
WA,1983,6356,1.48,2381,0.55,4308192
VT,1983,711,1.34,255,0.48,528856
VA,1983,10650,1.92,2639,0.48,5552833
UT,1983,2583,1.57,1017,0.62,1648138
TX,1983,28946,1.82,11710,0.74,15917022
TN,1983,8234,1.75,2498,0.53,4697444
SD,1983,927,1.30,305,0.43,712748
SC,1983,5287,1.59,1328,0.40,3318478
RI,1983,2082,2.17,408,0.43,959553
PA,1983,22912,1.89,3675,0.30,12106312
OR,1983,4272,1.60,1288,0.48,2668934
OK,1983,5776,1.74,1971,0.59,3327862
OH,1983,18536,1.69,4850,0.44,10971041
NY,1983,47570,2.52,9923,0.53,18873093
NV,1983,2310,2.58,854,0.95,896228
NM,1983,2762,1.97,1372,0.98,1404645
NJ,1983,23629,3.16,5152,0.69,7471424
NH,1983,1624,1.48,414,0.38,1096524
NE,1983,2567,1.54,992,0.59,1671779
ND,1983,979,1.43,253,0.37,685104
NC,1983,11341,1.86,2521,0.41,6087858
MT,1983,1317,1.48,549,0.62,889228
MS,1983,3578,1.38,1202,0.46,2587000
MO,1983,9106,1.81,3210,0.64,5042663
MN,1983,6064,1.46,1557,0.37,4158158
MI,1983,17462,1.89,4442,0.48,9231383
ME,1983,1434,1.24,342,0.30,1154058
MD,1983,10589,2.41,2424,0.55,4385408
MA,1983,13400,2.32,1831,0.32,5783341
LA,1983,11013,2.47,1819,0.41,4456297
KY,1983,5052,1.36,1689,0.45,3725773
KS,1983,4378,1.78,1514,0.62,2457371
IN,1983,8593,1.56,2656,0.48,5492393
IL,1983,27022,2.33,8016,0.69,11588790
ID,1983,1825,1.80,360,0.36,1011239
IA,1983,4090,1.40,1407,0.48,2917664
HI,1983,2180,2.03,505,0.47,1072227
GA,1983,11904,2.07,3399,0.59,5764320
FL,1983,22552,2.09,12920,1.20,10806691
DE,1983,1143,1.88,270,0.44,607678
DC,1983,3861,6.20,524,0.84,623000
CT,1983,6585,2.06,1302,0.41,3196662
CO,1983,7000,2.21,2190,0.69,3160502
CA,1983,51295,2.01,20538,0.81,25457775
AZ,1983,6053,2.03,3393,1.14,2975728
AR,1983,3536,1.50,1085,0.46,2357259
AL,1983,6903,1.72,2603,0.65,4018684
AK,1983,1070,2.04,709,1.35,525359
WY,1984,1354,2.65,554,1.08,511000
WV,1984,2767,1.42,1146,0.59,1954068
WI,1984,10109,2.11,2264,0.47,4797837
WA,1984,6443,1.48,2645,0.61,4353466
VT,1984,731,1.34,261,0.48,544102
VA,1984,10980,1.95,2693,0.48,5639141
UT,1984,2730,1.62,966,0.57,1683740
TX,1984,30464,1.89,12081,0.75,16115527
TN,1984,8143,1.72,3114,0.66,4729708
SD,1984,915,1.27,271,0.38,718380
SC,1984,5468,1.63,1356,0.40,3361430
RI,1984,2095,2.17,420,0.43,966452
PA,1984,22814,1.88,3701,0.30,12157173
OR,1984,4279,1.60,1311,0.49,2680631
OK,1984,6021,1.80,1871,0.56,3343462
OH,1984,18464,1.68,4782,0.44,10980343
NY,1984,52773,2.78,12802,0.68,18951381
NV,1984,2371,2.59,928,1.01,916349
NM,1984,2786,1.94,1422,0.99,1436880
NJ,1984,23849,3.17,5405,0.72,7518447
NH,1984,1646,1.48,424,0.38,1112253
NE,1984,2647,1.56,957,0.56,1698403
ND,1984,988,1.43,248,0.36,691036
NC,1984,11463,1.86,2651,0.43,6170971
MT,1984,1407,1.58,611,0.69,889032
MS,1984,3717,1.42,1225,0.47,2614707
MO,1984,9120,1.79,3201,0.63,5080944
MN,1984,6034,1.44,1651,0.40,4175935
MI,1984,17832,1.92,4393,0.47,9268441
ME,1984,1818,1.56,561,0.48,1163943
MD,1984,11108,2.50,2955,0.67,4438521
MA,1984,13341,2.29,1919,0.33,5814655
LA,1984,11343,2.53,1986,0.44,4480197
KY,1984,5080,1.35,1697,0.45,3754759
KS,1984,4425,1.79,1565,0.63,2469215
IN,1984,8292,1.50,2735,0.50,5511510
IL,1984,26911,2.32,6780,0.58,11612480
ID,1984,1879,1.83,365,0.36,1024888
IA,1984,3968,1.36,1263,0.43,2922583
HI,1984,2259,2.08,507,0.47,1088227
GA,1984,11126,1.89,2845,0.48,5874774
FL,1984,23172,2.11,13687,1.24,11004237
DE,1984,1159,1.89,299,0.49,614795
DC,1984,3879,6.23,497,0.80,623000
CT,1984,6752,2.10,1349,0.42,3213387
CO,1984,7084,2.21,2423,0.76,3198225
CA,1984,52411,2.03,21361,0.83,25824263
AZ,1984,6262,2.05,3628,1.19,3061489
AR,1984,3517,1.48,1155,0.49,2381048
AL,1984,6917,1.71,2780,0.69,4047951
AK,1984,955,1.71,495,0.89,557682
WY,1985,1369,2.68,554,1.09,510203
WV,1985,2726,1.41,1198,0.62,1938052
WI,1985,10075,2.10,2214,0.46,4806893
WA,1985,6554,1.49,2649,0.60,4412910
VT,1985,777,1.42,279,0.51,546603
VA,1985,11301,1.98,2745,0.48,5711438
UT,1985,2725,1.61,1116,0.66,1690917
TX,1985,32134,1.95,13353,0.81,16495601
TN,1985,8326,1.74,3194,0.67,4774830
SD,1985,944,1.31,327,0.45,720413
SC,1985,5702,1.67,1451,0.43,3411276
RI,1985,2102,2.16,429,0.44,972526
PA,1985,22728,1.88,3611,0.30,12101429
OR,1985,4254,1.57,1331,0.49,2705468
OK,1985,5916,1.77,2179,0.65,3344902
OH,1985,18804,1.72,4815,0.44,10962448
NY,1985,53813,2.83,11094,0.58,19028076
NV,1985,2478,2.63,958,1.02,941497
NM,1985,2851,1.95,1581,1.08,1463117
NJ,1985,24716,3.27,5590,0.74,7568785
NH,1985,1685,1.49,464,0.41,1134350
NE,1985,2661,1.57,990,0.58,1699840
ND,1985,990,1.43,281,0.41,690026
NC,1985,11594,1.85,2818,0.45,6271897
MT,1985,1399,1.53,645,0.70,916952
MS,1985,3783,1.44,1313,0.50,2629804
MO,1985,9085,1.78,3267,0.64,5101825
MN,1985,6161,1.46,1831,0.44,4207040
MI,1985,18722,2.02,4651,0.50,9282011
ME,1985,1839,1.57,577,0.49,1173937
MD,1985,11148,2.49,2971,0.66,4482401
MA,1985,13559,2.32,1877,0.32,5849832
LA,1985,11602,2.58,1795,0.40,4499550
KY,1985,5164,1.38,1813,0.48,3740524
KS,1985,4591,1.85,1553,0.62,2487754
IN,1985,8682,1.57,3015,0.55,5512510
IL,1985,26893,2.30,6768,0.58,11667537
ID,1985,1879,1.83,374,0.36,1028987
IA,1985,4102,1.42,1456,0.50,2896470
HI,1985,2250,2.04,507,0.46,1103930
GA,1985,12534,2.08,3727,0.62,6014671
FL,1985,23916,2.10,14723,1.29,11393898
DE,1985,1225,1.92,275,0.43,639650
DC,1985,3837,6.13,504,0.81,626000
CT,1985,6782,2.10,1376,0.43,3233761
CO,1985,7153,2.20,2594,0.80,3254888
CA,1985,51558,1.94,22272,0.84,26566282
AZ,1985,6371,1.99,4199,1.31,3195861
AR,1985,3545,1.48,1214,0.51,2402908
AL,1985,6930,1.70,2987,0.73,4086156
AK,1985,1041,1.80,490,0.85,579424
WY,1986,1317,2.59,573,1.12,509376
WV,1986,2674,1.39,1171,0.61,1920946
WI,1986,10008,2.08,2336,0.48,4817106
WA,1986,6686,1.50,2737,0.61,4466923
VT,1986,772,1.39,294,0.53,554275
VA,1986,11613,2.00,2914,0.50,5792479
UT,1986,2764,1.61,1022,0.60,1716434
TX,1986,34048,2.03,13369,0.80,16793731
TN,1986,8461,1.76,3386,0.70,4818369
SD,1986,961,1.33,332,0.46,720397
SC,1986,5996,1.74,1527,0.44,3444418
RI,1986,2107,2.15,432,0.44,979561
PA,1986,22545,1.85,3582,0.29,12211542
OR,1986,4256,1.57,1383,0.51,2716601
OK,1986,5850,1.75,2146,0.64,3347384
OH,1986,18588,1.68,5404,0.49,11048280
NY,1986,55453,2.91,11590,0.61,19023903
NV,1986,2517,2.60,1013,1.05,968281
NM,1986,2914,1.95,1547,1.04,1492636
NJ,1986,25281,3.31,5853,0.77,7634094
NH,1986,1785,1.53,472,0.40,1167503
NE,1986,2644,1.56,999,0.59,1690837
ND,1986,956,1.40,266,0.39,683963
NC,1986,11865,1.87,2954,0.47,6347911
MT,1986,1396,1.56,656,0.73,895401
MS,1986,3778,1.43,1406,0.53,2641643
MO,1986,9291,1.81,3411,0.66,5136721
MN,1986,6144,1.45,1956,0.46,4228232
MI,1986,19454,2.08,5056,0.54,9341302
ME,1986,1833,1.55,583,0.49,1184338
MD,1986,11378,2.51,3017,0.66,4540424
MA,1986,13934,2.38,2161,0.37,5860271
LA,1986,11522,2.54,1929,0.43,4527564
KY,1986,5264,1.41,1733,0.46,3740656
KS,1986,4623,1.87,1638,0.66,2476142
IN,1986,8660,1.57,3263,0.59,5517626
IL,1986,27583,2.37,6683,0.57,11659357
ID,1986,1934,1.87,407,0.39,1036521
IA,1986,4094,1.43,1496,0.52,2863256
HI,1986,2231,2.01,516,0.46,1111930
GA,1986,12907,2.10,3812,0.62,6149745
FL,1986,24875,2.13,15756,1.35,11703727
DE,1986,1198,1.84,281,0.43,651392
DC,1986,3877,6.19,537,0.86,626000
CT,1986,6780,2.09,1493,0.46,3249125
CO,1986,7350,2.23,2572,0.78,3299695
CA,1986,52981,1.95,22872,0.84,27193441
AZ,1986,6789,2.04,4443,1.34,3326187
AR,1986,3541,1.46,1293,0.53,2418887
AL,1986,7333,1.78,3068,0.74,4120193
AK,1986,1031,1.93,734,1.37,534000
WY,1987,1243,2.52,554,1.12,492578
WV,1987,2572,1.32,1165,0.60,1945724
WI,1987,9678,2.00,2382,0.49,4840238
WA,1987,6774,1.49,2678,0.59,4542029
VT,1987,806,1.44,310,0.55,561378
VA,1987,11904,2.01,3017,0.51,5909479
UT,1987,2740,1.58,1001,0.58,1733174
TX,1987,32522,1.92,16078,0.95,16897175
TN,1987,8794,1.81,3675,0.75,4870493
SD,1987,933,1.29,382,0.53,723988
SC,1987,6145,1.76,1764,0.50,3493298
RI,1987,2179,2.20,457,0.46,990693
PA,1987,22421,1.82,3887,0.32,12287271
OR,1987,4308,1.57,1372,0.50,2743106
OK,1987,5746,1.73,2315,0.70,3319416
OH,1987,19088,1.72,5581,0.50,11081160
NY,1987,55975,2.89,12604,0.65,19376674
NV,1987,2620,2.59,1065,1.05,1011971
NM,1987,2979,1.97,1630,1.08,1513969
NJ,1987,25945,3.38,6037,0.79,7686328
NH,1987,1865,1.55,509,0.42,1199593
NE,1987,2685,1.59,999,0.59,1684553
ND,1987,959,1.41,274,0.40,680134
NC,1987,12317,1.91,3166,0.49,6438075
MT,1987,1358,1.54,629,0.71,882767
MS,1987,3912,1.48,1352,0.51,2642649
MO,1987,9263,1.79,3493,0.68,5174684
MN,1987,6262,1.47,2175,0.51,4260244
MI,1987,19736,2.09,5119,0.54,9422447
ME,1987,1872,1.57,593,0.50,1193494
MD,1987,11495,2.49,3085,0.67,4614486
MA,1987,14395,2.45,2252,0.38,5884226
LA,1987,11854,2.64,1935,0.43,4487402
KY,1987,5294,1.41,1686,0.45,3745872
KS,1987,4850,1.95,1653,0.66,2489404
IN,1987,8650,1.56,3477,0.63,5545171
IL,1987,27863,2.38,6606,0.57,11686765
ID,1987,1966,1.91,479,0.47,1028254
IA,1987,4093,1.44,1554,0.55,2846018
HI,1987,2323,2.05,535,0.47,1133879
GA,1987,13706,2.19,4181,0.67,6269031
FL,1987,26443,2.19,16533,1.37,12051914
DE,1987,1251,1.89,300,0.45,662642
DC,1987,3909,6.28,619,1.00,622000
CT,1987,7177,2.19,1516,0.46,3277040
CO,1987,7427,2.23,2686,0.81,3328320
CA,1987,53471,1.92,22825,0.82,27885070
AZ,1987,6991,2.06,4602,1.36,3395685
AR,1987,3354,1.37,1468,0.60,2439566
AL,1987,7320,1.76,3127,0.75,4149862
AK,1987,964,1.84,531,1.01,525000
WY,1988,1256,2.65,575,1.21,474665
WV,1988,2541,1.32,1136,0.59,1931914
WI,1988,10162,2.08,2489,0.51,4891622
WA,1988,7068,1.53,2625,0.57,4627950
VT,1988,850,1.51,319,0.57,564545
VA,1988,12420,2.07,3144,0.52,6001507
UT,1988,2669,1.52,1034,0.59,1750459
TX,1988,32905,1.95,16799,0.99,16890568
TN,1988,9152,1.85,3814,0.77,4934635
SD,1988,929,1.27,397,0.54,730011
SC,1988,6349,1.78,1786,0.50,3562408
RI,1988,2208,2.21,470,0.47,999739
PA,1988,21958,1.77,3887,0.31,12399175
OR,1988,4439,1.61,1476,0.53,2760232
OK,1988,5782,1.75,2181,0.66,3312954
OH,1988,19306,1.73,5941,0.53,11172374
NY,1988,55967,2.88,14962,0.77,19440858
NV,1988,2760,2.59,1171,1.10,1065008
NM,1988,3107,2.03,1434,0.94,1529411
NJ,1988,26685,3.45,6495,0.84,7734524
NH,1988,1940,1.57,591,0.48,1239280
NE,1988,2746,1.62,1047,0.62,1691578
ND,1988,950,1.42,294,0.44,670762
NC,1988,12708,1.94,3288,0.50,6551413
MT,1988,1333,1.50,659,0.74,889906
MS,1988,4087,1.55,1382,0.52,2645137
MO,1988,9390,1.80,3614,0.69,5210876
MN,1988,6360,1.47,2268,0.52,4320534
MI,1988,18563,1.95,5460,0.57,9535293
ME,1988,1935,1.59,667,0.55,1217917
MD,1988,11889,2.49,3175,0.66,4775413
MA,1988,14602,2.47,2375,0.40,5900227
LA,1988,11944,2.69,1759,0.40,4446242
KY,1988,5282,1.41,1687,0.45,3740136
KS,1988,4994,2.01,1786,0.72,2490770
IN,1988,8715,1.56,3615,0.65,5589356
IL,1988,28723,2.46,7550,0.65,11667531
ID,1988,1960,1.90,518,0.50,1031963
IA,1988,4113,1.45,1582,0.56,2845958
HI,1988,2355,2.06,547,0.48,1143879
GA,1988,14691,2.28,4350,0.67,6449325
FL,1988,27872,2.25,17355,1.40,12412311
DE,1988,1319,1.94,437,0.64,679081
DC,1988,3920,6.32,718,1.16,620000
CT,1988,7225,2.18,1601,0.48,3317574
CO,1988,7490,2.26,2678,0.81,3320311
CA,1988,51205,1.80,21600,0.76,28413241
AZ,1988,6150,1.77,4173,1.20,3475852
AR,1988,3400,1.37,1553,0.63,2476263
AL,1988,7499,1.79,3216,0.77,4199336
AK,1988,957,1.87,583,1.14,513000
WY,1989,1235,2.58,603,1.26,478726
WV,1989,2511,1.32,1168,0.61,1905559
WI,1989,10257,2.10,2665,0.54,4895544
WA,1989,7328,1.54,2853,0.60,4768628
VT,1989,861,1.50,426,0.74,575708
VA,1989,12857,2.11,3335,0.55,6105035
UT,1989,2738,1.55,960,0.54,1768099
TX,1989,33578,1.96,18818,1.10,17103967
TN,1989,9721,1.96,3824,0.77,4955692
SD,1989,948,1.30,350,0.48,729630
SC,1989,6615,1.85,1902,0.53,3580250
RI,1989,2241,2.23,478,0.48,1002916
PA,1989,22318,1.79,4015,0.32,12452069
OR,1989,4615,1.63,1409,0.50,2839984
OK,1989,5870,1.80,2519,0.77,3268862
OH,1989,19069,1.70,6804,0.61,11217687
NY,1989,55831,2.86,15674,0.80,19493230
NV,1989,2935,2.63,1278,1.15,1116112
NM,1989,3137,2.03,1496,0.97,1548271
NJ,1989,27079,3.49,6716,0.87,7751018
NH,1989,1961,1.57,619,0.50,1249584
NE,1989,2806,1.65,1097,0.64,1700942
ND,1989,951,1.42,299,0.45,667679
NC,1989,13151,1.99,3584,0.54,6603111
MT,1989,1357,1.54,672,0.76,880653
MS,1989,4068,1.54,1430,0.54,2639599
MO,1989,9579,1.83,3785,0.72,5228852
MN,1989,6536,1.50,2455,0.56,4369480
MI,1989,20059,2.11,5439,0.57,9501079
ME,1989,1959,1.59,689,0.56,1234299
MD,1989,12160,2.52,3291,0.68,4826741
MA,1989,14649,2.46,2450,0.41,5943089
LA,1989,12081,2.74,1915,0.43,4408399
KY,1989,5420,1.45,1755,0.47,3746539
KS,1989,5141,2.04,1826,0.73,2514672
IN,1989,8703,1.55,3964,0.71,5607665
IL,1989,28707,2.44,7622,0.65,11781259
ID,1989,1983,1.89,557,0.53,1048197
IA,1989,4215,1.48,1581,0.55,2851865
HI,1989,2425,2.09,598,0.51,1162879
GA,1989,15501,2.39,4836,0.75,6484989
FL,1989,29118,2.29,19379,1.53,12706303
DE,1989,1379,1.99,483,0.70,692488
DC,1989,3974,6.58,742,1.23,604000
CT,1989,7217,2.18,1607,0.48,3316373
CO,1989,7573,2.26,2742,0.82,3353058
CA,1989,57863,1.97,25596,0.87,29323401
AZ,1989,7348,2.06,4938,1.38,3565734
AR,1989,3489,1.42,1624,0.66,2465686
AL,1989,7722,1.84,3299,0.79,4194689
AK,1989,944,1.79,536,1.02,527000
WY,1990,1264,2.77,615,1.35,457141
WV,1990,2550,1.39,1086,0.59,1834076
WI,1990,10353,2.11,2815,0.57,4916209
WA,1990,7723,1.58,3226,0.66,4877382
VT,1990,882,1.54,327,0.57,571253
VA,1990,13510,2.18,3520,0.57,6193231
UT,1990,3016,1.69,773,0.43,1782310
TX,1990,35119,2.05,19972,1.17,17094108
TN,1990,9819,2.01,4400,0.90,4891407
SD,1990,991,1.41,436,0.62,704888
SC,1990,6923,1.95,2095,0.59,3555097
RI,1990,2276,2.26,532,0.53,1008925
PA,1990,23028,1.88,4052,0.33,12268767
OR,1990,4724,1.65,1522,0.53,2864558
OK,1990,5988,1.88,2658,0.83,3190024
OH,1990,19548,1.75,7211,0.65,11145651
NY,1990,56299,2.88,15144,0.77,19570457
NV,1990,3094,2.56,1370,1.14,1206589
NM,1990,3259,2.12,1441,0.94,1536357
NJ,1990,27536,3.55,6731,0.87,7760737
NH,1990,1981,1.57,614,0.49,1257860
NE,1990,2910,1.74,1072,0.64,1671699
ND,1990,954,1.48,298,0.46,646556
NC,1990,13869,2.08,4215,0.63,6656486
MT,1990,1382,1.58,656,0.75,872769
MS,1990,4163,1.61,1506,0.58,2591165
MO,1990,9943,1.92,3928,0.76,5183863
MN,1990,6712,1.53,2513,0.57,4391132
MI,1990,19903,2.09,5345,0.56,9526552
ME,1990,1987,1.61,638,0.52,1237608
MD,1990,12661,2.58,3525,0.72,4915457
MA,1990,14486,2.40,2543,0.42,6046866
LA,1990,12642,2.98,1873,0.44,4243959
KY,1990,5626,1.52,1824,0.49,3704741
KS,1990,5406,2.18,1964,0.79,2479255
IN,1990,8858,1.59,4080,0.73,5557361
IL,1990,29296,2.54,9292,0.80,11549939
ID,1990,1987,1.91,584,0.56,1040226
IA,1990,4322,1.55,1647,0.59,2789295
HI,1990,2543,2.19,615,0.53,1159108
GA,1990,16355,2.49,5021,0.76,6573238
FL,1990,30411,2.34,20531,1.58,12973660
DE,1990,1838,2.68,517,0.75,685172
DC,1990,4740,7.81,781,1.29,606900
CT,1990,7413,2.21,1661,0.49,3358449
CO,1990,7682,2.31,2887,0.87,3328664
CA,1990,60105,2.00,26544,0.88,30047608
AZ,1990,7598,2.06,5092,1.38,3679876
AR,1990,3608,1.50,1769,0.73,2407377
AL,1990,8014,1.95,3443,0.84,4114708
AK,1990,988,1.80,516,0.94,550043
WY,1991,1313,2.83,593,1.28,463980
WV,1991,2661,1.44,1082,0.59,1841734
WI,1991,10704,2.15,3185,0.64,4979753
WA,1991,7984,1.59,3150,0.63,5028026
VT,1991,890,1.55,346,0.60,575557
VA,1991,13690,2.18,3682,0.59,6291964
UT,1991,3184,1.74,825,0.45,1834157
TX,1991,36449,2.09,20903,1.20,17460071
TN,1991,9747,1.96,4720,0.95,4967441
SD,1991,1040,1.46,417,0.59,711971
SC,1991,7522,2.08,2050,0.57,3617018
RI,1991,2269,2.25,522,0.52,1009463
PA,1991,23086,1.87,4522,0.37,12358119
OR,1991,4736,1.60,1496,0.51,2951615
OK,1991,6869,2.13,2884,0.90,3218783
OH,1991,20157,1.79,7091,0.63,11240577
NY,1991,56676,2.89,15131,0.77,19643856
NV,1991,2878,2.23,1281,0.99,1289081
NM,1991,3450,2.20,1581,1.01,1569748
NJ,1991,27348,3.51,6798,0.87,7793921
NH,1991,1963,1.57,605,0.48,1250358
NE,1991,2953,1.75,1092,0.65,1687149
ND,1991,1017,1.57,318,0.49,646827
NC,1991,16003,2.37,4969,0.73,6761034
MT,1991,1407,1.59,717,0.81,882516
MS,1991,4228,1.62,1473,0.56,2610080
MO,1991,9954,1.90,3923,0.75,5228955
MN,1991,6736,1.51,2700,0.61,4448238
MI,1991,19146,2.00,5982,0.62,9594949
ME,1991,1954,1.57,601,0.48,1244734
MD,1991,13112,2.63,3655,0.73,4994174
MA,1991,14071,2.33,2386,0.40,6026328
LA,1991,13384,3.13,1637,0.38,4276163
KY,1991,5730,1.54,1908,0.51,3731114
KS,1991,5530,2.22,2037,0.82,2496051
IN,1991,9041,1.61,4210,0.75,5623357
IL,1991,29575,2.54,9684,0.83,11649720
ID,1991,2077,1.94,617,0.58,1071462
IA,1991,4334,1.54,1672,0.60,2807619
HI,1991,2638,2.22,643,0.54,1187105
GA,1991,18038,2.70,5934,0.89,6675591
FL,1991,31003,2.33,21410,1.61,13313659
DE,1991,1861,2.66,516,0.74,699396
DC,1991,4502,7.53,646,1.08,598000
CT,1991,7151,2.13,1576,0.47,3362413
CO,1991,8078,2.37,3014,0.88,3408245
CA,1991,61492,2.01,27909,0.91,30612217
AZ,1991,7718,2.05,5188,1.38,3764985
AR,1991,3716,1.53,1912,0.79,2432370
AL,1991,8404,2.02,3621,0.87,4161618
AK,1991,1034,1.81,614,1.08,570000
WY,1992,1315,2.80,584,1.24,470028
WV,1992,2699,1.46,1115,0.60,1852949
WI,1992,11282,2.24,3346,0.67,5029240
WA,1992,8146,1.58,3327,0.65,5146257
VT,1992,888,1.53,328,0.57,578599
VA,1992,13808,2.16,3800,0.60,6383048
UT,1992,3370,1.79,780,0.42,1878704
TX,1992,38733,2.18,21186,1.19,17769008
TN,1992,9902,1.97,4908,0.97,5038647
SD,1992,1049,1.46,386,0.54,720070
SC,1992,7603,2.08,2370,0.65,3656971
RI,1992,2249,2.23,491,0.49,1010468
PA,1992,23246,1.87,4031,0.32,12407623
OR,1992,4756,1.58,1527,0.51,3005047
OK,1992,6308,1.94,2997,0.92,3256265
OH,1992,20157,1.78,6959,0.61,11319668
NY,1992,58019,2.94,15495,0.79,19710145
NV,1992,3365,2.53,1430,1.07,1332251
NM,1992,3451,2.15,1784,1.11,1603208
NJ,1992,27402,3.50,6930,0.89,7823043
NH,1992,1971,1.57,600,0.48,1257102
NE,1992,2965,1.74,1067,0.63,1700891
ND,1992,1016,1.57,331,0.51,647842
NC,1992,17058,2.48,5363,0.78,6867397
MT,1992,1471,1.63,759,0.84,899979
MS,1992,4289,1.63,1741,0.66,2632233
